Year,OSHPD_ID,Facility_Name,County_Name,Type_Of_Control,ED_Level,Patient_Type,Gender,Count
2011,106010987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,Public - District,Emergency - Basic,ED Admit,Male,3520
2012,106010987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,Public - District,Emergency - Basic,ED Visit,Male,18614
2012,106010987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,Public - District,Emergency - Basic,ED Visit,Female,23099
2012,106010987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,Public - District,Emergency - Basic,ED Admit,Female,4019
2012,106010987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,Public - District,Emergency - Basic,ED Admit,Male,3558
2013,106010987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,Public - District,Emergency - Basic,ED Visit,Male,18840
2013,106010987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,Public - District,Emergency - Basic,ED Visit,Female,23318
2013,106010987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,Public - District,Emergency - Basic,ED Admit,Female,3832
2013,106010987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,Public - District,Emergency - Basic,ED Admit,Male,3334
2014,106010987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,Public - District,Emergency - Basic,ED Visit,Male,19351
2014,106010987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,Public - District,Emergency - Basic,ED Admit,Female,4015
2014,106010987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,Public - District,Emergency - Basic,ED Admit,Male,3509
2010,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,9477
2010,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,14069
2010,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1896
2010,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,3
2010,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1517
2010,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Unknown,1
2011,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,9435
2011,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,13532
2011,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1745
2011,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1456
2012,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,9677
2012,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,13341
2012,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1748
2012,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1356
2013,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,,Emergency - Basic,ED Visit,Male,9523
2013,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,,Emergency - Basic,ED Visit,Female,13668
2013,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,,Emergency - Basic,ED Admit,Female,1453
2013,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,,Emergency - Basic,ED Admit,Male,1181
2014,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,ED Visit,Male,11416
2014,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,ED Admit,Female,1284
2014,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,ED Admit,Male,1112
2012,106013687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,ALAMEDA,Nonprofit - Corporation,,ED Admit,Male,4
2010,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,11087
2010,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,12908
2010,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2260
2010,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1856
2011,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,11205
2011,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,13010
2011,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2045
2011,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1717
2012,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,11165
2012,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,12999
2012,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2174
2012,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1864
2013,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,11334
2013,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,13046
2013,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2071
2013,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1813
2014,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,11565
2014,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1947
2014,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1754
2014,106014132,KAISER FND HOSP - FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,7215
2014,106014132,KAISER FND HOSP - FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,638
2014,106014132,KAISER FND HOSP - FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,636
2013,106014233,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,14218
2013,106014233,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,18551
2013,106014233,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3228
2013,106014233,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3072
2014,106014233,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,15679
2014,106014233,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3180
2014,106014233,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2998
2014,106014326,KAISER FND HOSP - OAKLAND/RICHMOND,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,20171
2014,106014326,KAISER FND HOSP - OAKLAND/RICHMOND,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2498
2014,106014326,KAISER FND HOSP - OAKLAND/RICHMOND,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2132
2014,106014337,KAISER FND HOSP - SAN LEANDRO,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,12028
2014,106014337,KAISER FND HOSP - SAN LEANDRO,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1230
2014,106014337,KAISER FND HOSP - SAN LEANDRO,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1147
2010,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,6561
2010,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,8022
2010,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,794
2010,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,699
2011,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,7181
2011,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,8728
2011,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,837
2011,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,690
2012,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,7393
2012,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,9422
2012,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,921
2012,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,799
2013,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,7940
2013,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,9756
2013,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,947
2013,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,887
2014,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,8350
2014,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,955
2014,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,871
2010,106040802,ORCHARD HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Standby,ED Visit,Male,3166
2010,106040802,ORCHARD HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Standby,ED Visit,Female,3842
2010,106040802,ORCHARD HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Standby,ED Admit,Female,280
2010,106040802,ORCHARD HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Standby,ED Admit,Male,229
2011,106040802,ORCHARD HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Standby,ED Visit,Male,3090
2011,106040802,ORCHARD HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Standby,ED Visit,Female,3641
2011,106040802,ORCHARD HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Standby,ED Admit,Female,348
2011,106040802,ORCHARD HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Standby,ED Admit,Male,307
2012,106040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Standby,ED Visit,Male,3502
2012,106040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Standby,ED Visit,Female,4155
2012,106040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Standby,ED Admit,Female,258
2012,106040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Standby,ED Admit,Male,201
2013,106040802,ORCHARD HOSPITAL,BUTTE,,Emergency - Standby,ED Visit,Male,3893
2013,106040802,ORCHARD HOSPITAL,BUTTE,,Emergency - Standby,ED Visit,Female,5157
2013,106040802,ORCHARD HOSPITAL,BUTTE,,Emergency - Standby,ED Admit,Female,312
2013,106040802,ORCHARD HOSPITAL,BUTTE,,Emergency - Standby,ED Admit,Male,244
2014,106040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Standby,ED Visit,Male,4148
2014,106040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Standby,ED Admit,Female,378
2014,106040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Standby,ED Admit,Male,250
2010,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,6640
2010,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,8965
2010,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1676
2010,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,3
2010,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1376
2011,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,7230
2011,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,9590
2011,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1865
2011,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,3
2011,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1571
2012,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,8114
2012,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,10666
2012,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2036
2012,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2012,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1582
2012,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Unknown,1
2013,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,8722
2013,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,11468
2013,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1984
2013,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1624
2014,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,8837
2014,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1780
2014,106040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1534
2010,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,10715
2010,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,12427
2010,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,4135
2010,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3504
2011,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,11984
2011,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,14340
2011,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,4303
2011,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3506
2012,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,11042
2012,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,12780
2012,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,4691
2012,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3843
2013,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,10637
2013,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,12528
2013,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,5075
2013,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,4160
2014,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,9269
2014,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,5353
2014,106040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,4400
2010,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,13232
2010,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,15065
2010,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,4511
2010,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2010,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,4119
2011,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,13997
2011,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,15771
2011,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,4624
2011,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,2
2011,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,4289
2012,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,14924
2012,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,17076
2012,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,4763
2012,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,4704
2013,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,16132
2013,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,19093
2013,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,4716
2013,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,2
2013,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,4878
2014,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,17708
2014,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,5091
2014,106040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,5060
2010,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,4161
2010,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,4558
2010,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,641
2010,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,531
2011,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,3925
2011,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,4297
2011,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,620
2011,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,519
2012,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,3766
2012,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,3884
2012,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,599
2012,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,526
2013,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,,Emergency - Basic,ED Visit,Male,4209
2013,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,,Emergency - Basic,ED Visit,Female,4375
2013,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,,Emergency - Basic,ED Admit,Female,539
2013,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,,Emergency - Basic,ED Admit,Male,567
2014,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,4524
2014,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,548
2014,106050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,471
2010,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Male,2551
2010,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Female,2590
2010,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Female,394
2010,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Male,288
2011,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Male,2414
2011,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Female,2609
2011,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Female,330
2011,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Male,282
2012,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Male,2466
2012,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Female,2856
2012,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Female,337
2012,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Unknown,1
2012,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Male,267
2013,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Male,2636
2013,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Female,2987
2013,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Female,311
2013,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Male,225
